BearID,Sex,Age,Capture Date,Year,Pop,TypicalSummerHabitat,SummerHabitatDuringHairGrowth,Lat,Long,d15N Air,d13C VPDB,Percent N,Percent C
21734,M,6,4/4/2017,2017,CS,NA,NA,67.0817,-167.2725,20.4,-15.6,16.31,47.45
20986,M,6,4/2/2010,2010,CS,NA,NA,68.0555,-167.5691,20.7,-16,15.3,43.7
21121,M,6,4/24/2010,2010,CS,NA,NA,68.0584,-167.6215,19.8,-14.8,15.3,43.3
21612,M,6,4/5/2015,2015,CS,NA,NA,67.9573,-168.1298,20.6,-15.6,16.42,48.08
6759,F,6,3/31/1988,1988,CS,NA,NA,68.7333,-168.2,21.1,-14.5,15.21,44.32
21299,F,6,4/5/2012,2012,SB,ice,unknown,70.3988,-142.8249,21.5,-17.5,15.12,44.44
20694,F,6,4/6/2004,2004,SB,ice,unknown,71.2355,-154.4681,21.6,-16.2,18.81,54.4
21256,M,6,4/26/2013,2013,SB,unknown,unknown,,-142.0203,20.9,-17.1,14.77,42.92
20909,M,6,5/8/2007,2007,SB,unknown,unknown,70.2365,-142.3358,21.7,-17.4,14.77,42.45
6204,F,6,11/5/1983,1983,SB,unknown,unknown,70.0238,-142.6758,21.5,-15.6,14.16,40.98
6384,F,6,4/3/1985,1985,SB,unknown,unknown,70.3167,-143.25,22.2,-16.7,17.39,50.49
32282,F,6,10/10/2008,2008,SB,unknown,unknown,70.1324,-143.2855,19,-17.5,17.48,51.59
20983,M,6,4/26/2014,2014,SB,unknown,unknown,,-144.1631,19.8,-17.3,16.41,46.87
6378,M,6,3/30/1985,1985,SB,unknown,unknown,70.7,-145.7833,21.2,-15.8,16.81,48.38
21403,F,6,4/22/2016,2016,SB,unknown,unknown,70.7253,-146.0833,20.4,-17.9,13.48,39.36
6230,M,6,5/7/1984,1984,SB,unknown,unknown,70.4667,-146.3667,21.2,-15.3,16.87,48.37
6629,F,6,10/19/1988,1988,SB,unknown,unknown,70.2,-146.5,21,-16,15.57,45.54
32282,F,6,8/25/2008,2008,SB,unknown,unknown,70.1829,-146.5033,21.3,-15.7,16.15,46.82
6086,F,6,4/16/1983,1983,SB,unknown,unknown,70.7167,-146.5167,23,-16.6,17.18,48.03
21254,M,6,4/12/2011,2011,SB,unknown,unknown,70.5153,-146.6442,21.2,-16.8,15.92,46.23
21374,F,6,4/10/2014,2014,SB,unknown,unknown,70.5166,-146.7975,20.7,-18.1,15.42,44.71
6088,F,6,4/17/1983,1983,SB,unknown,unknown,70.4667,-147.1333,21.3,-16.3,15.18,43.84
20656,F,6,4/20/2006,2006,SB,unknown,unknown,70.8188,-147.6083,20.6,-16.7,15.05,43.64
6336,F,6,10/22/1988,1988,SB,unknown,unknown,70.4667,-147.6333,22,-15.5,14.61,42.93
22305,F,6,4/9/2016,2016,SB,unknown,unknown,70.7305,-147.7234,20.4,-17.5,18.91,54.79
20972,M,6,4/8/2014,2014,SB,unknown,unknown,,-147.9662,19.7,-17.6,15.47,44.55
20156,M,6,4/29/2006,2006,SB,unknown,unknown,70.82,-148.2869,20.1,-17.2,16.01,46.19
21153,M,6,4/11/2015,2015,SB,unknown,unknown,,-148.5821,22,-17.4,16.52,47.54
6218,F,6,10/28/1984,1984,SB,unknown,unknown,70.9833,-149.0667,21.5,-15.8,14.08,40.57
21235,M,6,3/28/2011,2011,SB,unknown,unknown,71.3852,-154.4112,20.9,-16.3,13,37.71
6716,F,7,4/17/1987,1987,CS,NA,NA,NA,NA,21.8,-15,18.07,52.45
6741,F,7,3/14/1988,1988,CS,NA,NA,63.6833,168.5167,21.4,-14.8,15.5,45.3
21109,F,7,4/17/2009,2009,CS,NA,NA,67.6909,-165.4754,21.9,-16.5,15.8,45.5
21054,M,7,4/14/2011,2011,CS,NA,NA,66.5398,-165.5291,19.8,-14.6,15.3,43.6
21120,F,7,4/30/2009,2009,CS,NA,NA,67.5877,-165.5358,20,-15.5,15.3,44.8
21608,M,7,4/2/2015,2015,CS,NA,NA,67.7117,-165.7281,20.8,-15.4,14.74,42.87
20116,F,7,3/27/2008,2008,CS,NA,NA,68.0295,-165.7898,20.6,-16.7,14.6,41
21609,F,7,4/3/2015,2015,CS,NA,NA,66.9181,-165.8623,20.8,-15.1,14.8,43.25
21069,M,7,4/22/2008,2008,CS,NA,NA,67.7445,-166.3719,21.3,-14.9,15,43.2
21186,M,7,4/20/2010,2010,CS,NA,NA,67.4239,-166.5114,19.9,-15.5,15.3,42.5
21536,M,7,4/27/2011,2011,CS,NA,NA,67.2444,-166.6524,20.1,-14.8,15.4,44.3
21676,M,7,4/10/2016,2016,CS,NA,NA,67.406,-166.6951,21,-16.1,14.82,43.47
21694,M,7,4/16/2016,2016,CS,NA,NA,67.7913,-167.5278,21.1,-14.9,15.17,44.14
6757,F,7,3/28/1988,1988,CS,NA,NA,69.3,-168.2333,21.5,-14.7,13.95,40.2
6738,F,7,3/14/1988,1988,CS,NA,NA,63.2,-168.5333,21.2,-14.3,13.58,39.44
6743,F,7,3/15/1988,1988,CS,NA,NA,63.8667,-170.5,21.1,-14.3,16.11,47.32
21351,F,7,4/18/2013,2013,SB,ice,unknown,70.9483,-149.95,21,-17.2,13.12,37.67
22314,F,7,3/27/2016,2016,SB,ice,unknown,71.4961,-153.316,21,-17.3,15.92,46.48
20741,F,7,10/26/2008,2008,SB,unknown,unknown,69.74,-141.1814,22,-14.5,15.07,44.18
6204,F,7,4/8/1984,1984,SB,unknown,unknown,70.1833,-142.4833,21.3,-15.7,15.98,46.29
20753,M,7,4/13/2010,2010,SB,unknown,unknown,70.3704,-142.7076,19,-16.7,14.58,42.08
20518,F,7,5/10/2007,2007,SB,unknown,unknown,70.2575,-143.1948,20.6,-17,14.22,41.08
20819,M,7,4/8/2012,2012,SB,unknown,unknown,70.6689,-143.5727,20.1,-16.8,17.67,50
20540,M,7,4/30/2008,2008,SB,unknown,unknown,70.2206,-143.9345,21.1,-16.4,14.78,42.45
20195,M,7,4/17/2009,2009,SB,unknown,unknown,70.3106,-143.9592,20.8,-17.2,13.57,39.6
6394,F,7,4/23/1985,1985,SB,unknown,unknown,70.2667,-144.0833,22,-16.3,15.51,44.71
6524,F,7,4/13/1988,1988,SB,unknown,unknown,70.05,-144.0833,21.1,-16.1,14.2,41.5
32255,F,7,4/7/2011,2011,SB,unknown,unknown,70.265,-144.4051,19.3,-17.6,15.9,46.68
20965,M,7,4/19/2010,2010,SB,unknown,unknown,70.252,-145.7283,20.9,-17.1,16,45.83
20969,M,7,4/28/2014,2014,SB,unknown,unknown,70.1778,-145.9515,19.7,-17,14.87,42.91
6091,F,7,4/19/1983,1983,SB,unknown,unknown,70.5,-146.5,21.6,-14.5,14.21,40.51
6624,F,7,10/18/1988,1988,SB,unknown,unknown,70.6667,-146.55,21.2,-14.6,17.15,49.74
6301,M,7,11/1/1983,1983,SB,unknown,unknown,70.9333,-146.7333,21.3,-14.1,15.83,45.9
21269,M,7,4/26/2012,2012,SB,unknown,unknown,70.4988,-147.3504,21.8,-16.5,14.97,43.93
6551,F,7,3/23/1988,1988,SB,unknown,unknown,71.1667,-147.8333,21.5,-15.5,15.7,45.3
20802,M,7,4/17/2005,2005,SB,unknown,unknown,70.889,-147.8691,20.7,-16.4,16.2,47.21
20110,M,7,4/24/2008,2008,SB,unknown,unknown,70.5428,-147.9224,20.1,-16.2,14.66,42.77
6657,F,7,10/29/1988,1988,SB,unknown,unknown,70.6167,-147.9333,22.5,-19.7,14.53,41.78
20553,M,7,4/25/2006,2006,SB,unknown,unknown,70.8645,-148.9415,20.9,-17.1,15.27,44.2
32792,F,7,8/17/2009,2009,SB,unknown,unknown,70.8677,-152.5349,20.7,-17.2,15.71,45.97
20741,F,7,8/23/2008,2008,SB,unknown,unknown,70.8768,-152.5621,20.6,-17.2,14.9,43.38
20132,F,7,8/18/2008,2008,SB,unknown,unknown,70.8703,-152.5698,20.1,-17.4,13.04,37.88
22316,F,7,3/29/2016,2016,SB,unknown,unknown,71.4635,-154.1153,21.1,-16.6,18.46,54.13
20880,M,7,4/5/2007,2007,SB,unknown,unknown,71.9712,-155.4386,19.5,-16.8,15.75,45.84
21228,M,7,3/25/2011,2011,SB,unknown,unknown,71.5882,-156.4806,21.1,-16.2,14.64,42.34
6358,M,7,4/24/1987,1987,SB,unknown,unknown,71.05,-157.55,20.9,-15,14.42,41.75
6718,F,8,4/18/1987,1987,CS,NA,NA,NA,NA,21.2,-14.8,14.76,42.67
6756,F,8,3/28/1988,1988,CS,NA,NA,NA,NA,21.2,-14.5,13.8,40.08
6744,F,8,3/18/1988,1988,CS,NA,NA,66.75,-163.8667,20.6,-14.4,14.77,43.28
21507,M,8,4/14/2011,2011,CS,NA,NA,66.5983,-165.2702,20.4,-14.9,15.1,43.1
21530,M,8,4/24/2011,2011,CS,NA,NA,67.3711,-165.6397,21,-15.2,15.2,43.2
21052,F,8,3/29/2008,2008,CS,NA,NA,68.9914,-166.0419,20.8,-15.8,15.6,44.4
21186,M,8,4/17/2011,2011,CS,NA,NA,67.0159,-166.239,21,-15.8,15.1,43.8
21063,M,8,4/24/2015,2015,CS,NA,NA,67.281,-166.365,20.4,-15.1,13.31,38.68
21608,M,8,4/7/2016,2016,CS,NA,NA,67.0996,-166.4566,19.6,-15.3,13.32,38.78
21109,F,8,3/20/2010,2010,CS,NA,NA,67.9399,-166.4681,21.3,-16.3,15.3,43.8
21102,F,8,4/12/2009,2009,CS,NA,NA,67.761,-166.556,20,-15.5,15.6,45.2
21076,M,8,4/26/2008,2008,CS,NA,NA,67.8957,-166.8762,20.8,-15.4,16,45.9
21087,M,8,4/1/2009,2009,CS,NA,NA,67.9551,-166.9837,20.2,-15.2,14.7,43.4
21143,F,8,3/19/2010,2010,CS,NA,NA,68.0459,-167.0154,20.4,-14.7,15.3,43.3
21611,M,8,4/5/2015,2015,CS,NA,NA,67.9464,-167.0457,20.4,-15.8,14.66,42.5
21171,F,8,4/9/2010,2010,CS,NA,NA,67.8402,-167.3387,20.2,-15.5,15.4,43.3
21639,M,8,4/24/2015,2015,CS,NA,NA,67.6662,-167.3983,20.4,-15.2,15.22,44.63
21116,M,8,4/19/2009,2009,CS,NA,NA,68.4821,-168.0318,20.8,-15.4,15.9,46.2
6627,F,8,10/18/1988,1988,SB,ice,unknown,70.8333,-149.4,21.4,-15.9,17.09,49.73
20534,F,8,4/16/2008,2008,SB,ice,unknown,70.6661,-149.5969,21.7,-16.7,14.38,41.95
32340,F,8,9/16/2010,2010,SB,unknown,unknown,69.8371,-142.0822,19.9,-17.2,13.36,38.57
6229,F,8,11/9/1988,1988,SB,unknown,unknown,70.1333,-142.2333,21,-17,14.06,40.9
20899,M,8,4/13/2009,2009,SB,unknown,unknown,70.1982,-142.3874,20.2,-17.6,15.29,44.36
4433,M,8,4/6/1985,1985,SB,unknown,unknown,70.2167,-143.1,21.5,-15.7,16.28,47.25
6602,M,8,4/18/1988,1988,SB,unknown,unknown,70.4,-143.25,21.8,-15.6,15.75,45.72
10439,F,8,4/18/1988,1988,SB,unknown,unknown,70.7333,-144.5333,20.8,-16.6,14.29,41.39
6222,F,8,4/24/1983,1983,SB,unknown,unknown,70.3667,-144.7167,21.6,-16.9,14.74,42.86
20195,M,8,4/11/2010,2010,SB,unknown,unknown,70.4363,-144.7308,20.8,-16.6,16.08,46.31
20807,F,8,4/23/2013,2013,SB,unknown,unknown,,-144.9725,20.5,-17.1,16.02,46.62
20424,M,8,4/21/2004,2004,SB,unknown,unknown,70.5238,-145.6248,20.4,-16.5,16.32,47.17
6073,M,8,10/21/1983,1983,SB,unknown,unknown,71.1167,-146.3333,20.4,-13.5,14.61,42.41
20595,M,8,4/20/2004,2004,SB,unknown,unknown,70.6126,-146.5183,19.8,-16.3,15.68,45.15
6084,F,8,4/13/1983,1983,SB,unknown,unknown,70.6167,-146.95,22.8,-16,11.93,34.33
20971,F,8,4/1/2016,2016,SB,unknown,unknown,70.6688,-147.0817,19.9,-17.3,15.13,43.89
20802,M,8,4/13/2006,2006,SB,unknown,unknown,70.4264,-147.2688,18.7,-16.4,17.43,50.39
20586,F,8,10/19/2008,2008,SB,unknown,unknown,70.4892,-147.9757,19.3,-17.2,14.24,40.76
21340,F,8,4/15/2015,2015,SB,unknown,unknown,,-148.0147,21.9,-17.2,14.49,41.37
20132,F,8,4/28/2009,2009,SB,unknown,unknown,70.5276,-148.0467,20.7,-17.6,17.65,51.95
20586,F,8,8/22/2008,2008,SB,unknown,unknown,70.3891,-148.7182,20.1,-17.2,13.77,39.76
20751,M,8,4/30/2006,2006,SB,unknown,unknown,70.9835,-148.9709,19.4,-16.9,12.63,36.24
20858,F,8,5/1/2006,2006,SB,unknown,unknown,70.776,-149.1329,20.7,-16.7,18.55,53.38
9851,M,8,5/6/1988,1988,SB,unknown,unknown,71.1167,-149.9333,22.1,-15,16.04,46.75
6645,F,8,10/26/1988,1988,SB,unknown,unknown,71.0333,-152.55,21.3,-15.1,15.42,45.91
20929,F,8,4/12/2008,2008,SB,unknown,unknown,71.076,-153.9028,21.1,-16.8,17.75,51.77
21015,F,8,4/18/2010,2010,SB,land,land,69.6803,-139.791,20.4,-16.4,15.24,44.5
21045,F,8,10/12/2009,2009,SB,land,land,72.9844,-154.7704,20.4,-17.2,12.61,36.58
20492,F,9,8/15/2008,2008,SB,land,land,70.1778,-145.9515,19.3,-17.7,13.47,38.9
20586,F,9,10/9/2009,2009,SB,land,land,70.1434,-146.0026,20.3,-16.9,13.2,38.25
6718,F,9,3/30/1988,1988,CS,NA,NA,NA,NA,21.1,-14.8,15.79,46.12
6728,F,9,4/7/1988,1988,CS,NA,NA,NA,NA,20.7,-14.2,15.98,46.75
6756,F,9,4/7/1989,1989,CS,NA,NA,NA,NA,21.6,-14.8,17.05,49.94
6756,F,9,4/7/1989,1989,CS,NA,NA,70.8667,-154,21.7,-14.6,14.82,42.99
21669,F,9,4/7/2016,2016,CS,NA,NA,67.2416,-165.7575,20,-15.4,13.84,40.4
21057,F,9,3/17/2010,2010,CS,NA,NA,67.0385,-165.8695,20.7,-15.3,15.1,43.2
21500,F,9,4/6/2011,2011,CS,NA,NA,67.0612,-166.1655,20.3,-15.2,14.5,41.8
21189,M,9,4/24/2010,2010,CS,NA,NA,68.1113,-166.8555,20.1,-15.1,15.3,43.9
21677,M,9,4/12/2016,2016,CS,NA,NA,66.7081,-166.9778,20.2,-15.4,14.07,41.05
21720,F,9,3/28/2017,2017,CS,NA,NA,67.2643,-167.4875,20.8,-15.9,17.86,52.03
21094,M,9,4/4/2009,2009,CS,NA,NA,67.5906,-167.6595,20.7,-14.9,15.7,45.4
21644,M,9,4/27/2015,2015,CS,NA,NA,67.6718,-167.692,19.4,-15.1,15.84,46.31
6754,F,9,3/25/1988,1988,CS,NA,NA,,,20.7,-14.5,15.06,43.55
20479,F,9,4/28/2008,2008,SB,ice,unknown,70.4347,-146.6493,21,-16.7,13.37,39.31
20740,M,9,4/26/2004,2004,SB,unknown,unknown,70.2315,-142.3564,20.7,-16.8,16.44,46.51
20132,F,9,4/22/2010,2010,SB,unknown,unknown,70.1986,-142.5339,19.9,-16.9,15.32,44.33
20571,M,9,4/25/2004,2004,SB,unknown,unknown,70.386,-143.2539,19.6,-17,19.57,56.62
20915,F,9,4/18/2009,2009,SB,unknown,unknown,70.1997,-143.8894,19.4,-17.3,14.56,41.81
6664,F,9,11/1/1988,1988,SB,unknown,unknown,70.25,-144.0833,21.3,-16.4,16.12,46.26
6166,M,9,5/4/1988,1988,SB,unknown,unknown,70.05,-144.25,21.3,-15.9,13.95,40.36
20580,M,9,4/17/2009,2009,SB,unknown,unknown,70.2022,-144.2941,19.7,-17.1,14.1,41.13
20849,M,9,4/19/2006,2006,SB,unknown,unknown,70.5696,-145.8476,20.8,-16.4,13.5,38.62
6087,M,9,4/16/1983,1983,SB,unknown,unknown,70.7167,-146.5167,21.5,-15.8,15.28,44.96
6428,M,9,11/2/1985,1985,SB,unknown,unknown,70.8167,-146.7,21.1,-15.8,13.56,38.92
1920,F,9,10/25/1983,1983,SB,unknown,unknown,70.8,-147.3,21.1,-15.1,14.18,41.44
21015,F,9,4/24/2011,2011,SB,unknown,unknown,70.4839,-147.6494,19.7,-17,14.92,43.22
6633,F,9,10/22/1988,1988,SB,unknown,unknown,70.5333,-147.8,21.1,-16.3,14.12,41.21
32923,F,9,4/25/2010,2010,SB,unknown,unknown,71.0352,-148.6862,21.4,-17.3,14.87,42.93
32257,F,9,4/23/2008,2008,SB,unknown,unknown,70.9215,-149.7895,21.3,-16.2,15.27,44.33
6648,F,9,10/26/1988,1988,SB,unknown,unknown,71.0833,-152.55,21.5,-16.3,15.55,44.83
6323,F,9,3/27/1984,1984,SB,unknown,unknown,71.6333,-154.6,21.3,-15,13.49,39.28
32777,F,10,10/19/2009,2009,SB,ice,ice,72.3564,-132.5857,21,-17,13.44,38.7
20586,F,10,4/14/2010,2010,SB,land,land,70.0784,-145.1953,20.7,-16.9,14.34,41.24
32257,F,10,4/29/2009,2009,SB,land,land,71.0793,-151.2083,20.8,-17,15.01,43.27
20493,F,10,8/18/2009,2009,SB,land,land,71.0117,-154.6095,20,-17.8,14.52,42.89
6754,F,10,4/5/1989,1989,CS,NA,NA,NA,NA,21.1,-14.2,15.87,45.71
21688,F,10,4/14/2016,2016,CS,NA,NA,67.5238,-165.378,20.1,-15.9,13.04,38.31
21190,F,10,4/26/2010,2010,CS,NA,NA,67.801,-165.4424,19.9,-15,16.9,48.7
21207,F,10,3/24/2011,2011,CS,NA,NA,67.6933,-166.1435,20.3,-15.2,15.1,43.4
21685,F,10,4/14/2016,2016,CS,NA,NA,67.291,-166.4001,20.9,-15.7,13.04,38.03
21725,F,10,3/31/2017,2017,CS,NA,NA,67.5912,-166.8843,20.1,-16.4,15.62,45.3
21090,M,10,4/2/2009,2009,CS,NA,NA,68.045,-167.0538,20.6,-16.1,15.7,45.3
21070,M,10,4/22/2008,2008,CS,NA,NA,67.9225,-167.2924,20.9,-14.8,15.3,42.8
21164,F,10,4/3/2010,2010,CS,NA,NA,67.9876,-167.6197,20.2,-15.3,15,42.7
6594,F,10,3/25/1987,1987,CS,NA,NA,66.2,-167.8833,20.5,-14.4,14.91,43.47
20520,F,10,4/17/2010,2010,SB,ice,unknown,70.5217,-142.3786,20.9,-16.1,14.78,42.67
20418,F,10,4/13/2004,2004,SB,ice,unknown,70.5761,-146.9043,20.1,-16.4,16.22,46.15
20230,F,10,4/14/2004,2004,SB,ice,unknown,70.8005,-146.9373,21,-17,14.88,43.56
20479,F,10,4/27/2009,2009,SB,ice,unknown,70.5437,-148.0062,21,-17,17.22,49.88
6106,F,10,4/10/1989,1989,SB,ice,unknown,70.6833,-148.4833,21.5,-15.3,15.17,43.49
6212,F,10,4/8/1984,1984,SB,unknown,unknown,70.3833,-140.3667,21.2,-15.5,15.44,44.54
32260,M,10,4/9/2009,2009,SB,unknown,unknown,69.8831,-140.9434,20.3,-17.7,15.69,45.02
20457,M,10,4/8/2009,2009,SB,unknown,unknown,69.827,-141.0473,20.2,-17.7,16.45,47.51
32227,F,10,4/15/2010,2010,SB,unknown,unknown,70.0879,-141.2415,20.6,-17.3,15.49,44.02
20486,M,10,4/27/2004,2004,SB,unknown,unknown,70.5487,-142.5592,21,-16.8,16.66,47.34
20742,M,10,4/27/2004,2004,SB,unknown,unknown,70.5051,-142.5611,22,-16.5,16.48,47.79
20218,M,10,4/29/2005,2005,SB,unknown,unknown,70.592,-142.797,21.5,-16.8,17.42,51.14
21024,F,10,4/19/2013,2013,SB,unknown,unknown,,-142.9528,19.6,-16.2,14.5,41.84
6067,F,10,10/4/1983,1983,SB,unknown,unknown,70.3667,-143.0167,21.7,-15,16.88,49.13
20913,M,10,5/10/2007,2007,SB,unknown,unknown,70.2403,-143.0452,20.5,-16.8,17.58,50.79
20966,F,10,10/20/2008,2008,SB,unknown,unknown,70.1525,-143.4358,19.7,-17.6,15.28,44.22
21075,M,10,4/4/2012,2012,SB,unknown,unknown,70.2174,-143.5376,20.4,-16.6,20.43,58.78
21015,F,10,4/7/2012,2012,SB,unknown,unknown,70.3986,-143.6401,19.8,-16.8,16.18,47.25
6434,F,10,11/6/1985,1985,SB,unknown,unknown,70.6333,-144.0833,21.2,-16,16.4,47.72
20935,M,10,4/7/2011,2011,SB,unknown,unknown,70.275,-144.5285,21.8,-16.4,15.8,45.83
20539,M,10,4/23/2004,2004,SB,unknown,unknown,70.8126,-144.899,20.8,-16.5,16.28,46.83
20966,F,10,8/10/2008,2008,SB,unknown,unknown,70.1877,-146.0055,20,-17.6,13.71,39.91
6080,M,10,10/23/1983,1983,SB,unknown,unknown,70.65,-146.3333,21.7,-13.6,17.48,50.35
32921,F,10,4/22/2016,2016,SB,unknown,unknown,70.7493,-146.7516,19.9,-17.9,15.25,43.8
20751,M,10,8/22/2008,2008,SB,unknown,unknown,70.166,-146.8332,20.6,-17.3,14.93,43.78
6404,F,10,5/2/1985,1985,SB,unknown,unknown,70.3333,-147.2833,22.2,-16,15.21,45.1
21032,M,10,4/26/2012,2012,SB,unknown,unknown,70.5881,-147.6528,20.2,-16.6,14.93,42.86
20801,M,10,4/17/2005,2005,SB,unknown,unknown,70.8901,-147.8828,20.7,-16.4,13.38,39.09
6365,F,10,3/25/1988,1988,SB,unknown,unknown,70.7167,-148.3,20.8,-15.7,14.4,41.51
20125,M,10,4/25/2010,2010,SB,unknown,unknown,71.0352,-148.6862,20.6,-16.8,16.05,46.26
32261,M,10,4/26/2008,2008,SB,unknown,unknown,70.9111,-151.6563,20.9,-16.8,20.74,60.39
1871,F,10,3/28/1984,1984,SB,unknown,unknown,71.5667,-155.4167,21,-15,15.77,45.86
21231,M,10,3/23/2011,2011,SB,unknown,unknown,71.3845,-155.5743,20.6,-15.7,14.79,42.26
6319,M,10,3/24/1984,1984,SB,unknown,unknown,71.4833,-157.0333,22,-15.5,13.78,40.03
20413,F,11,4/28/2008,2008,SB,land,land,70.3771,-146.845,20.6,-16.8,16.77,48.64
20413,F,11,10/9/2008,2008,SB,land,land,70.2194,-147.1775,19.3,-17.1,15.05,43.32
6766,F,11,4/5/1988,1988,CS,NA,NA,NA,NA,21.1,-14.8,16.18,47.18
21194,F,11,4/29/2010,2010,CS,NA,NA,67.8062,-165.508,19.9,-15.2,15.3,43.3
21618,M,11,4/12/2015,2015,CS,NA,NA,67.4833,-166.1984,20.9,-15.4,13.98,40.49
6747,F,11,3/18/1988,1988,CS,NA,NA,66.5667,-166.25,21.4,-14.8,14.81,43.13
21099,M,11,4/6/2009,2009,CS,NA,NA,68.0437,-166.3526,20.3,-14.9,15.9,46.6
21117,F,11,4/21/2009,2009,CS,NA,NA,67.8605,-166.4745,20.9,-16,14.1,42
21534,M,11,4/27/2011,2011,CS,NA,NA,67.4011,-166.6877,20.7,-15,15.7,45.2
21180,F,11,4/18/2010,2010,CS,NA,NA,68.9127,-167.1229,20.2,-15.2,14.7,42.4
21179,M,11,4/16/2010,2010,CS,NA,NA,67.7619,-167.2495,21.1,-15.2,15.2,43.6
21698,F,11,4/20/2016,2016,CS,NA,NA,67.3374,-167.4285,21.2,-16.3,13.26,38.67
21159,F,11,3/31/2010,2010,CS,NA,NA,68.13,-167.5376,20.6,-16.1,15.3,43.8
21168,M,11,4/4/2010,2010,CS,NA,NA,67.8946,-167.7502,20.5,-15.4,15,42.4
21716,F,11,3/27/2017,2017,CS,NA,NA,67.0889,-167.8068,19.7,-16.2,16.58,48.5
6096,M,11,4/29/1983,1983,SB,unknown,unknown,69.9333,-140.85,21.9,-16.7,16.57,47.6
6096,M,11,4/30/1983,1983,SB,unknown,unknown,70.0833,-141.1,21.7,-15.7,15.19,44.51
20525,F,11,4/6/2011,2011,SB,unknown,unknown,70.1657,-142.6082,19.6,-16.7,16.84,48.34
20753,M,11,4/19/2014,2014,SB,unknown,unknown,,-142.9954,19.9,-17,17.16,49.65
32606,F,11,10/18/2008,2008,SB,unknown,unknown,70.1464,-143.3695,18.9,-18,17.56,51.06
20889,F,11,4/16/2011,2011,SB,unknown,unknown,70.4498,-143.7459,20.7,-17.1,15.72,45.32
21309,F,11,4/12/2012,2012,SB,unknown,unknown,70.0607,-144.3418,20.8,-18.1,14.48,42.11
20449,M,11,4/25/2004,2004,SB,unknown,unknown,70.2857,-144.4104,21.4,-16,15.94,46.71
20424,M,11,5/4/2007,2007,SB,unknown,unknown,70.2054,-144.4843,19.3,-17,12.58,36.48
20580,M,11,4/12/2011,2011,SB,unknown,unknown,70.3379,-145.9041,19.7,-17.6,15.08,44.65
6422,M,11,10/27/1985,1985,SB,unknown,unknown,70.7333,-146.1833,21.7,-15.6,15.65,45.42
20734,M,11,4/14/2013,2013,SB,unknown,unknown,,-146.375,19.3,-17.9,14.33,41.64
1544,F,11,4/9/1984,1984,SB,unknown,unknown,70.6167,-147.0667,21.3,-15.1,15.77,44.99
6201,F,11,10/30/1984,1984,SB,unknown,unknown,70.7667,-147.25,21,-15.9,15.69,45.3
20110,M,11,4/22/2012,2012,SB,unknown,unknown,70.5645,-147.8443,20.8,-16.8,16.02,46.3
21024,F,11,4/12/2014,2014,SB,unknown,unknown,,-149.4403,21.1,-14.7,17.14,49.43
20974,F,11,8/19/2008,2008,SB,unknown,unknown,70.482,-149.9094,20.6,-17.6,15.56,45.26
21015,F,11,4/18/2013,2013,SB,unknown,unknown,,-150.1192,19.4,-17.1,15.79,45.3
20520,F,12,4/4/2012,2012,SB,land,land,70.1412,-143.0452,17.9,-16.9,16.5,47.54
20414,F,12,4/24/2009,2009,SB,land,land,70.4133,-146.7111,20.5,-18.8,15.77,45.2
20414,F,12,8/5/2009,2009,SB,land,land,70.8786,-152.5561,20.3,-17.1,15.44,44.23
20414,F,12,10/10/2009,2009,SB,land,land,70.8849,-152.7989,20.7,-16.9,14.08,41.2
6544,M,12,4/23/1987,1987,CS,NA,NA,70.75,-164.6167,21.6,-14.3,14.96,43.36
21137,F,12,3/16/2010,2010,CS,NA,NA,67.0562,-165.4325,19.8,-15.6,15.3,43.4
21194,F,12,3/16/2011,2011,CS,NA,NA,67.8602,-165.508,20.6,-15.7,14.4,41.7
21197,F,12,4/29/2010,2010,CS,NA,NA,67.545,-165.5524,20.1,-15,15.1,42.7
21530,M,12,4/21/2015,2015,CS,NA,NA,67.017,-166.0845,21.6,-15.4,16.19,47.8
21186,M,12,4/14/2015,2015,CS,NA,NA,67.6715,-166.185,20.8,-15.5,14.77,43.23
21090,M,12,3/17/2010,2010,CS,NA,NA,66.78,-166.25,21,-14.8,14.7,42.8
21515,M,12,4/17/2011,2011,CS,NA,NA,66.5856,-166.2982,20.9,-15,15.5,44.4
21738,M,12,4/15/2017,2017,CS,NA,NA,67.3887,-166.3747,21.2,-15.3,14.03,40.62
21060,F,12,4/10/2008,2008,CS,NA,NA,67.3791,-166.4797,19.4,-15.7,15.7,44.2
21536,M,12,4/12/2016,2016,CS,NA,NA,67.2444,-166.6524,20.6,-15.1,15.58,45.49
21101,F,12,4/6/2009,2009,CS,NA,NA,68.0843,-167.1123,20.9,-15.7,15.8,45.4
21169,M,12,4/4/2010,2010,CS,NA,NA,67.8946,-167.7502,20.5,-14.6,14.7,41.7
6735,F,12,3/11/1988,1988,CS,NA,NA,63.85,-172.1667,20.6,-14.3,14.73,43.36
6157,F,12,4/29/1983,1983,SB,ice,unknown,69.9333,-140.85,21.1,-17,15.35,45.79
20719,F,12,4/17/2004,2004,SB,ice,unknown,70.6107,-146.0913,21.8,-16.6,18.64,52.87
20925,F,12,4/20/2009,2009,SB,ice,unknown,70.6209,-147.7127,20.6,-17,15.86,45.99
20476,F,12,4/22/2004,2004,SB,ice,unknown,70.6682,-147.8536,21.6,-17,14.49,41.91
